"shutdown_id";"words_str";"tags_str"
272;техн.,откл,ул.,куйбышева,2,:,куйбышева,2,(сизо),4,(техникум),8,10,12.,раб.,водоканал;O,O,Street,Street,Street,O,Street,Street,O,Street,O,Street,Number,Number,O,O
273;с.,кротовка,ул.,солнечная,откл,:,с.,старая,кротовка.,работает,водоканал;O,Street,Street,Street,O,O,O,O,O,O,O
274;с.,кротовка,ул.,солнечная,откл,:,с.,старая,кротовка.,работает,водоканал;O,Street,Street,Street,O,O,O,O,O,O,O
275;ефремова,57,ефремова,58б.;Street,Number,Street,Number
276;пер.,рузаевский,1,пер.,рузаевский,4-32,(частн.дома,четная,линия);Street,Street,Street,Street,Street,Range,O,Even,O
277;рябикова,22,24,26,32,40;Street,Number,Number,Number,Number,Number
278;рябикова,60,рябикова,60,60а.;Street,Number,Street,Number,Number
279;красноярская,137,ближняя,вырыпаевка.;Street,Number,O,O
280;п.вырыавевка,ул.,красноярская,34,ближняя,вырыпаевка.;O,Street,Street,Number,O,O
282;зап.,бульвар,16,участка,/с,зап.,бульвар,11,16,16а,18,18а,достоевского,24;O,O,Number,O,O,O,O,Number,Number,Number,Number,Number,Street,Number
283;ул.,горина,49,горина,39-73,(нечетн.,частн.дома);Street,Street,Number,Street,Range,Odd,O
284;;
285;"одпу,""ульяновскэнерго""";O,O
287;к.,маркса/крупская,папова,1-я,некрасова,4,дома,к.,маркса,29-133.;Street,O,O,Street,Street,Street,O,Street,Street,Range
288;тухачевского,17,впу,радищева,124,126,сев.,венец,14-20;Street,Number,O,Street,Number,Number,O,Street,Range
289;корунковой,11,фруктовая,4,шолмова,14/9,коруковой,7,11,15,19.;Street,Number,Street,Street,Street,Number,O,Street,Number,Number,Number
290;с.,арское,ул.,цветочная,16,ул.,цветочная,1-18.;O,Street,Street,Street,Number,Street,Street,Range
291;репина,45,репина,45-53,(нечетн.);Street,Number,Street,Range,Odd
292;п.,мостовая;O,O
293;пр.,гая,57/2,задвидки,варейкиса,1,3,пр.,гая,47,47а,51,53,55,57/1,57/2.;O,Street,Number,O,Street,Street,Street,O,Street,Number,Number,Number,Number,Number,Number,Number
294;п.,мостовая,пер.,яблоневый/,ботаническая,п.,мостовая.;O,O,Street,O,Street,O,O
295;камышинская,15а,заглушки,камышинская,15,15а.;Street,Number,O,Street,Number,Number
296;карлинское:,ватутина,4,=100,20;O,Street,Street,Number,Number
297;ростовская,61,ростовская,53,55,57,61,пер.,октябрьский,6а(2эт.);Street,Number,Street,Number,Number,Number,Number,Street,Street,O
298;к.,маркса,63,к.,маркса,49-133,некрасова,1-6,попова,1-я,2-я,омская,4;Street,Street,Number,Street,Street,Range,Street,Range,Street,Street,Street,Street,Street
331;варейкиса,25,врезка,водопроводной,сети,варейкиса,23,25.;Street,Number,O,O,O,Street,Number,Number
332;артема,17;Street,Number
333;промышленная,84,промышленная,84,шолмова,1,3,5,фруктовая,1,3(школа,№78);Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,O,Number
334;рябикова,45;Street,Number
335;ул.полевая,(14ч/д);O,Number
336;;
337;д.,протопоповка,ул.,заречная,4,д.,протопоповка.;Street,Street,Street,Street,Street,Street,O
338;аблукова,75а,аблукова,71-75(неч.),75а,артема,11,17;Street,Number,Street,Odd,Number,Street,Number,Number
339;ростов.,19-29,октябрьск.,4-8,пер.,октябрьский,1-7;O,Range,O,Range,Street,Street,Range
340;азовская,66,азовская,66,66а,66б,64,64а;Street,Number,Street,Number,Number,Number,Number,Number
341;протопоповка:,центральная-придорожная,монтаж,регулятора,давления,центральная,луговая,сиреневая-20;O,O,O,O,O,Street,Street,Number
342;арское:,цветочная,1,с.,арское;O,Street,Street,O,Street
343;баратаевка,ул.мира,162,баратаевка;Street,O,Number,Street
344;баратаевка,ул.луговая,4,баратаевка;Street,O,Street,Street
345;локомотивная,152;Street,Number
346;с.,арское;O,Street
347;проходном,канале;O,O
348;артёма,17,21;O,Number,Number
349;красноярская,107,красноярская,совхозная,пер.совхозный,вырыпаевская;Street,Number,Street,Street,O,Street
350;хрустальная,41,хрустальная,39,41,43,43а,45,варейкиса,38,39а;Street,Number,Street,Number,Number,Number,Number,Number,Street,Number,Number
351;"карамзинская,дорога,с/о,""рябинка"",задвиж,верх,нижн.,карамзинка";Street,Street,O,O,O,Street,O,O
352;хваткова,2а,корп.,1,хваткова,2а,корп.1;Street,Street,O,Street,Street,Street,O
353;мостостроителей,61,п.мостоотряд;Street,Number,O
354;красноармейская,174,красноармейская,123-168,(частн.дома);Street,Number,Street,Range,O
355;с.,арское,ул.,цветочная,1а,арское;O,Street,Street,Street,Street,Street
356;пр.,гая,1,задвиж,локомотивная,21-79(неч.),пр.,гая,4-34(четн.),1,2,пер.,винновский,1,2,пер.,локомотивный,пер.,швера;O,Street,Street,O,Street,Odd,O,Street,Even,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street
357;лаишевка,с.каменка,подгородная,каменка,протопоповка;Street,O,Street,Street,Street
358;3,пр-д,/8,пр,инженерный,8,пр.,инженерный,(от,3,9,пр-да,инженерный),админ.здания;Street,Street,Street,Street,Street,Street,O,Street,O,Street,Street,O,O,O
359;д200,нариманова,1,1г,3,5,границах:,кооперат.-,пер.новикова-,лермонтова-,нариманова;Number,Street,Street,Street,Street,Street,O,O,O,O,Street
360;;
361;варейкиса,37,задвиж,варейкиса,31-47(неч.),36-48(четн.,),хрустальная,5-45(неч.)кольцевая,2-10,(четн.);Street,Number,O,Street,Odd,Even,Street,Street,Odd,Range,Even
362;сп.халтурина/,кузнецова,кузнецова,5,5а,16а,18,20,24,спасская,4,6,8,12а,плеханова,21,соборная,площадь,1;O,Street,Street,Street,Street,Number,Number,Number,Number,Street,Street,Street,Street,Number,Street,Number,Street,Street,Street
363;рябикова,118,рябикова,116,118,122,шигаева,3,11,18;Street,Number,Street,Number,Number,Number,Street,Street,Number,Number
364;с.тюленина,(от,казанской,р.,люксембург),1,2,пер.,декабристов,бакинская,(от,тюленина,юности);O,O,O,Street,O,Street,Street,Street,Street,Street,O,Street,O
365;хрустальная,31;Street,Number
366;толбухина/маяковского;O
367;аблукова,23,аблукова,17-39(неч.),пушкарева,6-50(четн.),московское,шоссе,100,100а,100б,102,102б;Street,Number,Street,Odd,Street,Even,Street,O,Number,Number,Number,Number,Number
368;у.,громовой,5,задвиж,р.,люксембург,30-36,36а,л.,шевцовой,54б(5,корп.),55а;O,Street,Street,O,Street,Street,Range,Number,Street,Street,Number,O,Number
369;арское:,юбилейная,28,узла,с.,арское;O,Street,Number,O,O,Street
370;пластова-гончарова,подготовка,к,замене,/сетей,дм.,ульянова,5б,пластова,6,радищева,1;O,O,Street,O,O,O,Street,Street,Street,Street,Street,Street
371;3/8,пр.,инженерный,санация,водопроводной,сети,3,8,пр.,инженерный.;Number,O,Street,O,O,O,Street,Street,O,O
372;р.,люксембург,1б;Street,Street,Street
373;белинского,86,белинского(от,ул.,дачная,декабристов,),ул,.,дачная,43-61,чайковского,72-82,1,пер.,с.,лазо,44-76(78,ч/домов);Street,Number,O,Street,Street,Street,Street,Street,Street,Street,Range,Street,Range,Street,Street,O,Street,Range,O
374;ульяновская,2б,(собор);Street,Street,O
375;узла;O
376;ефремова,45-73,52,(гибдд),58,(мед.центр,вм-клиник);Street,Range,Number,O,Number,O,O
377;спасская,1;Street,Street
378;п.,пригородный,ул.,новая,18,молодёжная,новая,школьная.;O,Street,Street,Street,Number,O,Street,O
379;мичурина,33,вентиля;Street,Number,O
380;12,сентября/ульяновская,переврезка,/сети;Number,O,O,O
381;12,сентября/ульяновская,переврезка,/сети,ул.,ульяновская.;Number,O,O,O,Street,O
382;ефремова,45;Street,Number
383;;
384;лаишевка:,поле,протопоповка,подгор.,каменка,каменка-180;O,Street,Street,O,Street,Number
385;димитрова,73,димитрова,71,73(9,эт.);Street,Number,Street,Number,Number,O
386;ак.,павлова,113,ул.,балтийская,ак.,павлова,32,34,73,75,77;O,Street,Number,Street,Street,O,Street,Number,Number,Number,Number,Number
387;с.,баратаевка,ул.,герасимова,5,9,11,15,17;O,Street,Street,Street,Street,Street,Number,Number,Number
388;проведение,гидравлических,испытаний,внутридомовых,сетях.;O,O,O,O,O
389;пониженные,параметры,ремонтные,работы,обратном,трубопроводе,ул.,александра,невского,2а,2б,корп.,1,2,3,4,5;O,O,O,O,O,O,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,Street
390;тех.,отключение,под,с.,архангельское,ул.,красноармейская,48;O,O,Street,O,O,Street,Street,Number
391;"техн.откл,–,рем.работы,тепловых,сетях,-,ул.стасова,18,ефремова,16,18,20.,раб.,пао,""т,плюс""";O,O,O,O,O,Street,O,Number,Street,Number,Number,Number,O,O,O,O
392;с.,архангельское,ул.,красноармейская,48;O,O,Street,Street,Number
393;с.,баратаевка,ул.,мира,176,с.,баратаевка.;O,Street,Street,Street,Number,O,O
394;п.,сельдь,п.,сельдь;O,Street,O,Street
395;10:25,аварийно,откл.,рп-133,яч.5,(,гагарина,тухачевского,радищева,кролюницкого.....),пп-1898,яч.8,(крымова,робеспьера,к.маркса,робеспьера.....);Number,O,O,Number,O,Street,Street,Street,Street,O,Number,O,O,Street,O,O
396;аварийно,откл.яч.58,60,пс,северная,(ватутина,воробьева,п.морозова,полевая,р.люксембург,радищева,докучаева;O,Number,Number,Street,Street,O,Street,O,Street,O,Street,Street
397;радищева,142,задвиж,новгородская-радищева,ср.,венец,1-35,тухачевского(от,ул.,радищева,ср.,венец),кот.,униптимаш,радищева,(от,тухачевского,радищева,102),квадрат,улиц,новгородская-сев.,венец-докучаева-о.,кошевого;Street,Number,O,O,O,Street,Range,O,Street,Street,O,O,O,O,Street,O,Street,Street,Number,O,O,O,O,Street
398;аварийное,отключение,яч.,105,пс,центральная,(ул.к.либкнехта,минаева,ленина,набережная,р.свияга,набережная,р.,свияги,др.).;O,O,O,Number,Street,Street,O,Street,Street,Street,O,Street,Street,Street,O
399;план.откл,–,приборов,комм.учета,тепловой,энергии:,тюленева,12,10,4,6б,8а,(,246),8,карбышева,9,1,5,2,(гимн.79),2б(шк.81),6(адм.зд.),5.1(мед.учр.),лен.комсомола,27.,раб.,т,плюс;O,O,O,O,O,O,Street,Number,Number,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Street,Number,Number,O,O,O,Number,O,Street,O
400;пониженных,параметрах,–,рем.,работы,подающем,трубопроводе:,ул.б.хмельницкого,12,14.,раб.,т,плюс;O,O,O,O,O,O,O,O,Number,Number,O,Street,O
402;бех,х,с,9,мая,4-18;O,Street,Street,Street,Street,Range
403;л.,толстого,44;Street,Street,Number
404;куйбышева,14,куйбышева,2(си,№1),4(,техникум),8-14(четн.,3,эт.);Street,Number,Street,O,O,O,O,Even,Street,O
405;"баратаевка,""лукойл"",ст,нов.,аэропорт,моск.,шоссе,1ж,""лукойл""";Street,O,Street,O,O,O,O,Street,O
406;"пониженных,параметрах,–,рем.работы,подающем,тр/проводе:,пер.робеспьера,2/79,ул.робеспьера,81,к.1,2,3,4,85,101,89,ул.к.маркса,42,38,52.,пао,""т,плюс""";O,O,O,O,O,O,O,Number,O,Number,O,Street,Street,Street,Number,Number,Number,O,Number,Number,Number,O,O,O
407;план.откл,–,рем.работы,т/сетях:,ул.,3,интернационала,2,4,6,7.,муп,«городской,теплосервис»;O,O,O,O,Street,Street,Street,Street,Street,Street,Street,O,O,O
408;кузоватовская,6,пг;Street,Street,Street
409;"техн.откл,–,приборов,учета,тепловой,энергии,-,пр,сурова,25,33,35,27,41,37.,раб.,пао,""т,плюс""";O,O,O,O,O,O,Street,Street,Street,Number,Number,Number,Number,Number,Number,O,O,O,O
410;парам-ры,–,рем.работы,подающ.трубопроводе,-,ул.ленина,25,27,29,33,32,37,41,45,39,ул.энгельса,1,4,ул.бебеля,59,пер.комсомольский,12.,раб.,теплосервис;O,O,O,O,Street,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,O,Street,Street,O,Number,O,Number,O,O
411;парам-ры,–,рем.работы,подающ.трубопроводе,-,пр,сурова,25,37,41,20,22,24,27,35,33,26,пр.филатова,19.,раб.,пао,т+;O,O,O,O,Street,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,O,Number,O,O,O
412;план.,откл,–,проведение,гидравлических,испытаний;O,O,O,O,O,O
413;план.,откл,–,проведение,гидравлических,испытаний;O,O,O,O,O,O
414;энгельса,50,энгельса,1-60,ленина,17-83;Street,Number,Street,Range,Street,Range
447;московское,шоссе,54а,московское,шоссе,11-17,54,54а,54б,62,64,66,68;Street,O,Number,Street,O,Range,Number,Number,Number,Number,Number,Number,Number
448;л.,шевцовой,54б,узла;Street,Street,Number,O
449;б.,хмельницкого,2;O,Street,Street
450;п.,морозова,47;O,Street,Number
451;кирова,4;Street,Street
452;план.,откл,пр,заводской,23,23а,27,29,ул.,заречная,1,2,24,27,29,3,31,33,35,5,7,9,ул.,краснопролетарская,10б,11,13а,9,30,30а,32,6,15,18,19,21,23,25,28а,ул.,ленинградская,25,30,32,ул.,металлистов,19,21,28,ул.,пионерская,15а,17,ул.,почтовая,28,29,ул.,рабочая,8,11,13,17,21,ул.,советской,армии,9,ул.,спортплощадь,24,4,6,8,ул.,шоферов,12;O,O,Street,Street,Number,Number,Number,Number,Street,Street,Street,Street,Number,Number,Number,Street,Number,Number,Number,Street,Street,Street,Street,Street,Number,Number,Number,Street,Number,Number,Number,Street,Number,Number,Number,Number,Number,Number,Number,Street,Street,Number,Number,Number,Street,Street,Number,Number,Number,Street,Street,Number,Number,Street,Street,Number,Number,Street,Street,Street,Number,Number,Number,Number,Street,Street,Street,Street,Street,Street,Number,Street,Street,Street,Street,Street,Number
453;маяковского,8,задвиж,маяковского,2-12(четн.);Street,Street,O,Street,Even
454;п.,дачный:,центральная,6,4-ый,сельдинский,16,п.,дачный;O,O,Street,Street,Street,Street,Number,O,Street
457;д150,ученическая,красносельская,сурова,старосельдинская;Number,Street,Street,Street,Street
458;рябикова,22,узла;Street,Number,O
459;с.,кротовка,ул.,магистральная,4,закрытие,по,письму,родниковая,садовая,магистральная,пшеничная,центральная.;O,Street,Street,Street,Street,O,Street,O,Street,Street,Street,Street,O
460;пар-ры,–,рем.работы,подающ.трубопроводе,-,ул.рябикова,106,106а,110,к.1,112,85,85а,б-р,цветной,6,9,ул.отрадная,3,5,7,9,ул.шолмова,45/1,47.,раб.,пао,т+;O,O,O,O,Street,O,Number,Number,Number,O,Number,Number,Number,Street,Street,Street,Street,O,Street,Street,Street,Street,O,Number,Number,O,O,O
461;московское,шоссе,92,автозавод,автозапчасть,механический,ул.,парниковая,ул.,азовская.;Street,O,Number,Street,O,O,Street,Street,Street,O
462;волжская,47,волжска,ломоносова,тельмана.;Street,Number,Street,Street,O
463;рем.,работы,внутриквартальных,сетях,ул.,стасова,8;O,O,O,O,Street,Street,Street
464;"техн.откл,–,рем.работы,внутридомов.инжен.сетях,-,ул.рябикова,7.,раб.,ооо,""рассвет""";O,O,O,O,Street,O,Street,O,O,O
465;аблукова,41,устранение,аварии,6,водоводе,1000,закрыли,6,водовод;Street,Number,O,O,Street,O,Number,O,Street,O
466;параметры,–,рем.,работы,обратном,трубопроводе.,откл:,ул.,московское,шоссе,19,21,27,ул.,автозаводская,2/23,3а,4/5,6,8,8а,ул.,полбина,7,ул.,лихачева,4,4а,12,16/6,24,ул.,достоевского,12,17,19,22,б-р,западный,12,18а,20а,пл.,горького,11а,ул.,горького,2а/4,ул.,ростовская,13.,раб,т,плюс;O,O,O,O,O,O,O,Street,Street,O,Number,Number,Number,Street,Street,Number,Street,Number,Street,Street,Street,Street,Street,Street,Street,Street,Street,Street,Number,Number,Number,Street,Street,Number,Number,Number,Number,Street,Street,Number,Number,Number,O,Street,Number,Street,Street,Street,Street,Street,Number,Street,Street,O
467;димитровградское,ш.,/,жуковского,переврезка,/сети;Street,O,Street,Street,O,O
468;кирова,50;Street,Number
469;пролетарская,37;Street,Number
470;малосаратовская,8;Street,Street
471;московское,шоссе,2,московское,шоссе,2,4,6,8,12(промзона);Street,O,Street,Street,O,Street,Street,Street,Street,Number
472;1,мая,38,ул.,1,мая,свердлова-40;Street,Street,Number,Street,Street,Street,Number
473;гагарина,9,гагарина,9-11;Street,Street,Street,Range
474;инзенская,39,скрытая,по,т/трассе,инзенская,39,41,локомотивная,106,112;Street,Number,O,Street,O,Street,Number,Number,Street,Number,Number
475;гончарова,52;Street,Number
476;л.,толстого,20,узла;Street,Street,Number,O
477;рябикова,47;Street,Number
478;аблукова,37;Street,Number
479;пер.,аношина,2;Street,Street,Street
480;федерации,56,федерации,20-79,(четн,неч.);Street,Number,Street,Range,Even,Odd
481;малосаратовская,6,малосаратовская,2,3а(д/сад,№,159),5,6(д/сад,№6),8,железнодорожная,7,12,сентября,83;Street,Street,Street,Street,O,O,Number,Street,O,O,Street,Street,Street,Number,Street,Number
482;ипподромная,1в,пос.,ипподром.;Street,Street,O,O
483;пос.,дачный,ул.,степная,1,пос.,дачный.;O,Street,Street,Street,Street,O,O
484;ул.кооперативная,63,верхнеполевая,15,17,19,21,23.,кооперативная,к.,маркса;O,Number,Street,Number,Number,Number,Number,Number,Street,Street,Street
485;ул.кооперативная,63,верхнеполевая,15,17,19,21,23.,кооперативная,к.,маркса;O,Number,Street,Number,Number,Number,Number,Number,Street,Street,Street
486;б.хмельницкого,2а,б.хмельницкого,2а,(жилой),моск.,шоссе,9,к1,к2,28,30,32а,32,к1,56,64(админ.зд);O,Street,O,Street,O,O,O,Street,O,O,Number,Number,Number,Number,O,Number,Number
487;отрадная,8,отрадная,8,14,16,18,хо,ши,мина,13,25;Street,Street,Street,Street,Number,Number,Number,Street,Street,Street,Number,Number
488;ремонтные,работы,сетях,уф,ао,энергосбыт,плюс;O,O,O,O,O,O,O
489;рябикова,39,рябикова,39,43,45;Street,Number,Street,Number,Number,Number
490;московское,шоссе,85,моск.шоссе,81,83,85,полбина,61,61а,63,65;Street,O,Number,O,Number,Number,Number,Street,Number,Number,Number,Number
491;кузнецова,7;Street,Street
492;пос.,дачный,ул.,степная,2,ул.,степная.;O,Street,Street,Street,Street,Street,O
493;план.откл,–,приборов,коммерческого,учета,тепловой,энергии:,лен.комсомола,42,44,40,(,207),туполева,20,24,фестивальный,13,22,15,11,(,209),18,(шк.69),20,(шк.89),ульяновский,15,13,11.,раб.,теплоком;O,O,O,O,O,O,O,O,Number,Number,Number,Street,Number,Street,Number,Number,Street,Number,Number,Number,Number,Street,Number,Number,Number,Number,Number,Street,Number,Number,Number,O,O
494;параметры,–,рем.,работы,подающем,трубопроводе:,ул.минаева,48а,20,22,24,26,28,30,34,36,38,40,42,44,34,5,7,3,11,12,сентября,106а,(,),108,к.либкнехта,20,3,5,8,12,14,4,10,2,22,16,18,6,17,9,ленина,62,64,74,80,82,84,88,94,96,арх.ливчака,6,л.толстого,20,28,61,65а,(34,мкд,1,4,адм.зд.,2,мед.уч.,8,частн.д.).,раб.,т,плюс;O,O,O,O,O,O,O,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street,Number,Number,Street,Number,Street,Street,Number,O,Number,Street,Street,Street,Number,Number,Street,Number,Street,Number,Number,Number,Street,Number,Street,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,O,Street,O,Number,Number,Number,Number,Number,O,Street,Street,O,Street,O,Street,O,O,Street,O
495;пониженных,параметрах,связи,с,рем.,работами,обратном,трубопроводе:,ул.,александра,невского,2а,2б,корп.1,2,3,4,5.,раб.,т,плюс;O,O,O,Street,O,O,O,O,Street,Street,Street,Street,Street,O,Street,Street,Street,Street,O,Street,O
496;вводной,при,проведении,работ,по,капитальному,ремонту;O,Street,O,O,Street,O,O
497;план.,откл,:,приборов,учета,тепловой,энергии:,пр-т,авиастроителей,29,33,27,31,пр-т,туполева,28,пр-т,ульяновский,19,17,19,б-р,фестивальный,17,26,24,19.,пао,т,плюс;O,O,O,O,O,O,O,O,Street,Number,Number,Number,Number,O,Street,Number,O,Street,Number,Number,Number,Street,Street,Number,Number,Number,Number,O,Street,O
498;дм.,ульянова,4,центр.,часть,города,границах,улиц,спасская-,гончарова-минаева-ж.,дивизии-пер.,комсомольский-к.,маркса;O,Street,Street,O,Street,O,O,O,O,O,O,O,Street
499;ефремова,50а,ефремова,45,47,51,57,63,69,73,73а,50,50а,52,промышленная,6,8;Street,Number,Street,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Street,Street,Street
500;винновка:,1,пер.,сельский,23,п.,винновка;O,Street,Street,Street,Number,O,O
501;"30,пр.,инженерный,9,"",легран"",""форш"",""камеко""";Number,O,Street,Street,O,O,O,O
502;малосаратовская,3а,малосаратовская,2,3а(,д/сад,№,159),5,6(д/сад,№6),8,пушкинская,3а(д/сад,№,40),железнодорожная,7,12,сентября,83;Street,Street,Street,Street,O,O,O,Number,Street,O,O,Street,Street,O,O,Number,Street,Street,Number,Street,Number
503;п.дачный,3,пер.сельдинский,30,п.дачный;O,Street,O,Number,O
504;московское,шоссе,85,санация,моск.,шоссе,85;Street,O,Number,O,O,O,Number
505;федерации,15,порыв,да,при,производстве,работ,подрядной,организацией,федерации,1-61;Street,Number,O,Street,Street,O,O,O,O,Street,Range
506;матросова,24,матросова,8-28,л.толстого,28-52;Street,Number,Street,Range,O,Range
507;промышленная,63,промышленная,61-99,(нечетн.);Street,Number,Street,Range,Odd
508;промышленная,6,промышленная,4,6;Street,Street,Street,Street,Street
509;ефремова,139,ефремова,141,145а;Street,Number,Street,Number,Number
510;гагарина,26,вводе,гагарина,26(5,эт.);Street,Number,O,Street,Number,O
511;к.,либкнехта,17,к.,либкнехта,2-20(,четн.),1-17(неч.);Street,Street,Number,Street,Street,Range,Even,Odd
512;самарская,8-10,самарская,8,10,рябикова,49;Street,Range,Street,Street,Number,Street,Number
